Código da estação|Nome da estação|Data|Key|Precipitação|Temp. Máxima|Temp. Mínima|Temp. Comp. Média
82890|ARCOVERDE|1/1/2015|ARCOVERDE_42005|0,00|32,40|19,80|25,06
82890|ARCOVERDE|4/1/2015|ARCOVERDE_42008|0,00|32,40|19,90|25,08
82890|ARCOVERDE|5/1/2015|ARCOVERDE_42009|0,00|32,40|18,30|25,24
82890|ARCOVERDE|6/1/2015|ARCOVERDE_42010|0,00|31,60|19,50|25,28
82890|ARCOVERDE|7/1/2015|ARCOVERDE_42011|0,00|31,80|20,30|25,04
82890|ARCOVERDE|8/1/2015|ARCOVERDE_42012|0,00|32,00|19,90|24,64
82890|ARCOVERDE|9/1/2015|ARCOVERDE_42013|0,00|31,80|18,90|24,32
82890|ARCOVERDE|10/1/2015|ARCOVERDE_42014|0,00|32,80|19,30|24,92
82890|ARCOVERDE|11/1/2015|ARCOVERDE_42015|0,00|32,20|20,30|25,32
82890|ARCOVERDE|12/1/2015|ARCOVERDE_42016|0,00|32,40|21,30|25,08
82890|ARCOVERDE|13/1/2015|ARCOVERDE_42017|0,00|32,00|20,30|24,96
82890|ARCOVERDE|14/1/2015|ARCOVERDE_42018|0,00|32,60|19,70|24,76
82890|ARCOVERDE|15/1/2015|ARCOVERDE_42019|0,00|32,80|19,30|25,20
82890|ARCOVERDE|16/1/2015|ARCOVERDE_42020|0,00|33,20|19,50|25,60
82890|ARCOVERDE|17/1/2015|ARCOVERDE_42021|0,00|34,60|19,90|26,00
82890|ARCOVERDE|18/1/2015|ARCOVERDE_42022|0,00|33,80|20,30|26,00
82890|ARCOVERDE|19/1/2015|ARCOVERDE_42023|0,00|33,00|20,50|25,64
82890|ARCOVERDE|20/1/2015|ARCOVERDE_42024|0,00|33,40|19,10|25,64
82890|ARCOVERDE|21/1/2015|ARCOVERDE_42025|0,00|33,40|20,10|25,60
82890|ARCOVERDE|22/1/2015|ARCOVERDE_42026|0,00|31,00|19,90|24,80
82890|ARCOVERDE|23/1/2015|ARCOVERDE_42027|0,00|31,80|19,90|25,04
82890|ARCOVERDE|24/1/2015|ARCOVERDE_42028|0,00|32,60|20,90|24,64
82890|ARCOVERDE|25/1/2015|ARCOVERDE_42029|1,10|32,20|20,10|25,16
82890|ARCOVERDE|26/1/2015|ARCOVERDE_42030|0,00|32,40|18,30|25,76
82890|ARCOVERDE|27/1/2015|ARCOVERDE_42031|0,00|33,40|18,50|25,52
82890|ARCOVERDE|28/1/2015|ARCOVERDE_42032|0,00|32,50|18,30|25,06
82890|ARCOVERDE|29/1/2015|ARCOVERDE_42033|0,00|32,40|19,50|25,64
82890|ARCOVERDE|30/1/2015|ARCOVERDE_42034|0,00|33,60|20,90|26,24
82890|ARCOVERDE|31/1/2015|ARCOVERDE_42035|0,00|33,40|19,50|26,08
82890|ARCOVERDE|1/2/2015|ARCOVERDE_42036|0,00|33,00|20,10|25,64
82890|ARCOVERDE|2/2/2015|ARCOVERDE_42037|0,00|32,80|19,10|25,32
82890|ARCOVERDE|3/2/2015|ARCOVERDE_42038|0,00|31,80|20,50|24,80
82890|ARCOVERDE|4/2/2015|ARCOVERDE_42039|8,60|29,60|20,70|23,80
82890|ARCOVERDE|5/2/2015|ARCOVERDE_42040|22,50|31,20|20,30|25,68
82890|ARCOVERDE|6/2/2015|ARCOVERDE_42041|0,00|32,20|19,50|25,56
82890|ARCOVERDE|7/2/2015|ARCOVERDE_42042|0,00|31,00|19,10|24,92
82890|ARCOVERDE|8/2/2015|ARCOVERDE_42043|0,00|31,00|19,10|24,84
82890|ARCOVERDE|9/2/2015|ARCOVERDE_42044|0,00|31,40|19,30|24,84
82890|ARCOVERDE|10/2/2015|ARCOVERDE_42045|0,00|32,40|19,10|25,00
82890|ARCOVERDE|11/2/2015|ARCOVERDE_42046|0,00|33,40|20,10|25,88
82890|ARCOVERDE|12/2/2015|ARCOVERDE_42047|0,00|33,40|20,70|25,92
82890|ARCOVERDE|13/2/2015|ARCOVERDE_42048|0,00|33,00|20,30|25,76
82890|ARCOVERDE|14/2/2015|ARCOVERDE_42049|0,00|33,00|20,30|24,32
82890|ARCOVERDE|15/2/2015|ARCOVERDE_42050|12,00|27,60|19,50|22,16
82890|ARCOVERDE|16/2/2015|ARCOVERDE_42051|22,00|31,20|19,50|24,68
82890|ARCOVERDE|17/2/2015|ARCOVERDE_42052|0,00|31,40|20,10|24,76
82890|ARCOVERDE|18/2/2015|ARCOVERDE_42053|0,00|31,20|21,30|24,76
82890|ARCOVERDE|19/2/2015|ARCOVERDE_42054|0,00|30,40|21,30|24,72
82890|ARCOVERDE|20/2/2015|ARCOVERDE_42055|0,00|30,80|17,50|24,40
82890|ARCOVERDE|21/2/2015|ARCOVERDE_42056|0,00|26,60|20,90|23,64
82890|ARCOVERDE|22/2/2015|ARCOVERDE_42057|0,00|27,00|20,50|22,84
82890|ARCOVERDE|23/2/2015|ARCOVERDE_42058|5,80|30,00|19,10|24,00
82890|ARCOVERDE|24/2/2015|ARCOVERDE_42059|0,00|31,00|19,90|25,00
82890|ARCOVERDE|25/2/2015|ARCOVERDE_42060|0,00|32,20|20,90|25,72
82890|ARCOVERDE|26/2/2015|ARCOVERDE_42061|0,00|32,80|19,90|25,68
82890|ARCOVERDE|27/2/2015|ARCOVERDE_42062|0,00|33,80|19,70|26,16
82890|ARCOVERDE|28/2/2015|ARCOVERDE_42063|0,00|33,60|19,30|26,88
82890|ARCOVERDE|1/3/2015|ARCOVERDE_42064|0,00|33,40|20,50|25,24
82890|ARCOVERDE|2/3/2015|ARCOVERDE_42065|1,60|32,00|20,50|24,60
82890|ARCOVERDE|3/3/2015|ARCOVERDE_42066|1,20|31,60|19,10|24,20
82890|ARCOVERDE|4/3/2015|ARCOVERDE_42067|0,00|31,80|18,90|24,76
82890|ARCOVERDE|5/3/2015|ARCOVERDE_42068|0,00|32,20|20,50|24,56
82890|ARCOVERDE|6/3/2015|ARCOVERDE_42069|15,20|30,80|20,50|24,00
82890|ARCOVERDE|7/3/2015|ARCOVERDE_42070|0,00|31,40|19,30|25,20
82890|ARCOVERDE|8/3/2015|ARCOVERDE_42071|0,00|31,40|21,10|25,04
82890|ARCOVERDE|9/3/2015|ARCOVERDE_42072|2,20|30,20|20,30|24,16
82890|ARCOVERDE|10/3/2015|ARCOVERDE_42073|13,40|31,00|20,90|24,52
82890|ARCOVERDE|11/3/2015|ARCOVERDE_42074|0,00|31,60|19,70|25,04
82890|ARCOVERDE|12/3/2015|ARCOVERDE_42075|0,00|31,80|18,70|24,44
82890|ARCOVERDE|13/3/2015|ARCOVERDE_42076|0,00|32,20|20,50|25,44
82890|ARCOVERDE|14/3/2015|ARCOVERDE_42077|0,00|32,40|19,10|25,28
82890|ARCOVERDE|15/3/2015|ARCOVERDE_42078|0,00|33,20|19,50|25,56
82890|ARCOVERDE|16/3/2015|ARCOVERDE_42079|0,00|33,60|21,50|26,28
82890|ARCOVERDE|17/3/2015|ARCOVERDE_42080|0,00|33,80|20,90|25,60
82890|ARCOVERDE|18/3/2015|ARCOVERDE_42081|0,00|32,40|20,70|25,52
82890|ARCOVERDE|19/3/2015|ARCOVERDE_42082|0,00|30,20|20,50|24,76
82890|ARCOVERDE|20/3/2015|ARCOVERDE_42083|0,00|32,40|19,10|24,44
82890|ARCOVERDE|21/3/2015|ARCOVERDE_42084|1,00|32,80|21,10|25,56
82890|ARCOVERDE|22/3/2015|ARCOVERDE_42085|0,00|31,00|21,10|24,68
82890|ARCOVERDE|23/3/2015|ARCOVERDE_42086|0,00|32,80|19,90|24,84
82890|ARCOVERDE|24/3/2015|ARCOVERDE_42087|0,70|33,00|19,90|25,60
82890|ARCOVERDE|25/3/2015|ARCOVERDE_42088|0,00|33,00|22,10|26,76
82890|ARCOVERDE|26/3/2015|ARCOVERDE_42089|0,00|33,80|18,70|25,28
82890|ARCOVERDE|27/3/2015|ARCOVERDE_42090|0,00|32,60|19,50|25,24
82890|ARCOVERDE|28/3/2015|ARCOVERDE_42091|0,00|33,40|17,00|26,02
82890|ARCOVERDE|29/3/2015|ARCOVERDE_42092|0,00|33,40|21,70|26,24
82890|ARCOVERDE|30/3/2015|ARCOVERDE_42093|0,40|32,40|20,70|26,08
82890|ARCOVERDE|31/3/2015|ARCOVERDE_42094|0,00|32,80|18,10|24,96
82890|ARCOVERDE|1/4/2015|ARCOVERDE_42095|0,00|33,80|18,30|25,72
82890|ARCOVERDE|2/4/2015|ARCOVERDE_42096|0,00|33,20|20,70|26,44
82890|ARCOVERDE|3/4/2015|ARCOVERDE_42097|0,00|33,40|19,30|25,72
82890|ARCOVERDE|4/4/2015|ARCOVERDE_42098|0,00|32,20|20,70|25,72
82890|ARCOVERDE|5/4/2015|ARCOVERDE_42099|0,00|33,20|20,70|26,12
82890|ARCOVERDE|6/4/2015|ARCOVERDE_42100|0,00|34,20|21,90|26,56
82890|ARCOVERDE|7/4/2015|ARCOVERDE_42101|0,00|33,00|21,70|25,56
82890|ARCOVERDE|8/4/2015|ARCOVERDE_42102|5,80|30,80|21,10|24,96
82890|ARCOVERDE|9/4/2015|ARCOVERDE_42103|0,00|32,60|19,90|25,84
82890|ARCOVERDE|10/4/2015|ARCOVERDE_42104|0,00|33,40|19,30|25,24
82890|ARCOVERDE|11/4/2015|ARCOVERDE_42105|0,00|32,80|19,30|25,40
82890|ARCOVERDE|12/4/2015|ARCOVERDE_42106|2,10|30,40|20,70|24,08
82890|ARCOVERDE|13/4/2015|ARCOVERDE_42107|2,10|32,80|20,90|26,00
82890|ARCOVERDE|14/4/2015|ARCOVERDE_42108|0,00|32,60|19,30|25,72
82890|ARCOVERDE|15/4/2015|ARCOVERDE_42109|0,00|33,40|20,50|25,68
82890|ARCOVERDE|16/4/2015|ARCOVERDE_42110|0,00|33,20|18,90|25,92
82890|ARCOVERDE|17/4/2015|ARCOVERDE_42111|0,00|33,40|19,10|25,96
82890|ARCOVERDE|18/4/2015|ARCOVERDE_42112|0,00|33,80|18,30|26,08
82890|ARCOVERDE|19/4/2015|ARCOVERDE_42113|0,00|32,80|18,70|25,88
82890|ARCOVERDE|20/4/2015|ARCOVERDE_42114|0,00|33,20|20,10|26,00
82890|ARCOVERDE|21/4/2015|ARCOVERDE_42115|0,00|33,80|19,10|26,32
82890|ARCOVERDE|22/4/2015|ARCOVERDE_42116|0,00|33,60|20,10|26,04
82890|ARCOVERDE|23/4/2015|ARCOVERDE_42117|0,00|31,40|20,70|24,68
82890|ARCOVERDE|24/4/2015|ARCOVERDE_42118|0,00|32,40|22,10|26,12
82890|ARCOVERDE|25/4/2015|ARCOVERDE_42119|0,00|33,20|20,30|26,24
82890|ARCOVERDE|26/4/2015|ARCOVERDE_42120|0,00|33,80|19,10|26,40
82890|ARCOVERDE|27/4/2015|ARCOVERDE_42121|0,00|33,40|19,30|25,92
82890|ARCOVERDE|28/4/2015|ARCOVERDE_42122|0,00|33,00|19,70|26,00
82890|ARCOVERDE|29/4/2015|ARCOVERDE_42123|0,00|33,00|19,50|25,68
82890|ARCOVERDE|30/4/2015|ARCOVERDE_42124|0,00|33,40|19,10|26,08
82890|ARCOVERDE|1/5/2015|ARCOVERDE_42125|0,00|33,60|19,50|25,48
82890|ARCOVERDE|2/5/2015|ARCOVERDE_42126|0,00|31,20|20,50|25,88
82890|ARCOVERDE|3/5/2015|ARCOVERDE_42127|0,00|30,00|21,70|24,24
82890|ARCOVERDE|4/5/2015|ARCOVERDE_42128|0,00|32,40|20,70|25,36
82890|ARCOVERDE|5/5/2015|ARCOVERDE_42129|0,00|32,80|19,50|26,08
82890|ARCOVERDE|6/5/2015|ARCOVERDE_42130|0,00|32,20|19,50|25,36
82890|ARCOVERDE|7/5/2015|ARCOVERDE_42131|0,00|33,00|20,50|25,80
82890|ARCOVERDE|8/5/2015|ARCOVERDE_42132|0,00|33,60|20,50|26,60
82890|ARCOVERDE|9/5/2015|ARCOVERDE_42133|0,00|32,20|21,90|25,64
82890|ARCOVERDE|10/5/2015|ARCOVERDE_42134|2,60|32,60|21,30|25,20
82890|ARCOVERDE|11/5/2015|ARCOVERDE_42135|0,00|31,00|22,60|25,78
82890|ARCOVERDE|12/5/2015|ARCOVERDE_42136|0,00|33,00|18,10|25,64
82890|ARCOVERDE|13/5/2015|ARCOVERDE_42137|0,00|31,60|17,90|24,68
82890|ARCOVERDE|14/5/2015|ARCOVERDE_42138|0,00|29,80|20,70|24,52
82890|ARCOVERDE|15/5/2015|ARCOVERDE_42139|0,00|31,40|18,10|24,52
82890|ARCOVERDE|16/5/2015|ARCOVERDE_42140|0,00|31,40|19,90|24,52
82890|ARCOVERDE|17/5/2015|ARCOVERDE_42141|0,00|32,40|17,90|24,96
82890|ARCOVERDE|18/5/2015|ARCOVERDE_42142|0,00|31,20|18,10|24,12
82890|ARCOVERDE|19/5/2015|ARCOVERDE_42143|0,00|29,20|20,50|23,20
82890|ARCOVERDE|20/5/2015|ARCOVERDE_42144|3,30|29,60|20,10|24,36
82890|ARCOVERDE|21/5/2015|ARCOVERDE_42145|0,00|31,40|19,70|24,40
82890|ARCOVERDE|22/5/2015|ARCOVERDE_42146|0,00|31,60|19,50|24,20
82890|ARCOVERDE|23/5/2015|ARCOVERDE_42147|0,00|30,40|20,70|24,24
82890|ARCOVERDE|24/5/2015|ARCOVERDE_42148|0,60|30,80|19,10|23,80
82890|ARCOVERDE|25/5/2015|ARCOVERDE_42149|0,00|31,40|20,50|25,04
82890|ARCOVERDE|26/5/2015|ARCOVERDE_42150|0,00|31,80|20,90|25,28
82890|ARCOVERDE|27/5/2015|ARCOVERDE_42151|0,00|30,00|21,10|24,44
82890|ARCOVERDE|28/5/2015|ARCOVERDE_42152|0,00|28,20|20,50|23,32
82890|ARCOVERDE|29/5/2015|ARCOVERDE_42153|0,00|30,80|18,30|24,32
82890|ARCOVERDE|30/5/2015|ARCOVERDE_42154|0,00|26,00|20,90|23,16
82890|ARCOVERDE|31/5/2015|ARCOVERDE_42155|13,50|28,40|18,90|22,68
82890|ARCOVERDE|1/6/2015|ARCOVERDE_42156|0,40|30,20|18,90|23,40
82890|ARCOVERDE|2/6/2015|ARCOVERDE_42157|0,00|29,80|18,90|23,28
82890|ARCOVERDE|3/6/2015|ARCOVERDE_42158|0,00|29,60|19,70|22,64
82890|ARCOVERDE|4/6/2015|ARCOVERDE_42159|1,30|28,60|19,90|23,16
82890|ARCOVERDE|5/6/2015|ARCOVERDE_42160|0,00|26,00|18,70|21,40
82890|ARCOVERDE|6/6/2015|ARCOVERDE_42161|1,70|27,20|17,90|22,12
82890|ARCOVERDE|7/6/2015|ARCOVERDE_42162|0,00|25,80|17,70|21,40
82890|ARCOVERDE|8/6/2015|ARCOVERDE_42163|6,70|28,20|18,70|22,16
82890|ARCOVERDE|9/6/2015|ARCOVERDE_42164|0,00|29,00|18,50|23,08
82890|ARCOVERDE|10/6/2015|ARCOVERDE_42165|0,00|29,60|18,70|23,20
82890|ARCOVERDE|11/6/2015|ARCOVERDE_42166|0,00|30,20|19,10|23,12
82890|ARCOVERDE|12/6/2015|ARCOVERDE_42167|3,30|25,00|18,30|21,44
82890|ARCOVERDE|13/6/2015|ARCOVERDE_42168|1,60|27,60|18,10|22,44
82890|ARCOVERDE|14/6/2015|ARCOVERDE_42169|0,00|29,60|17,30|23,12
82890|ARCOVERDE|15/6/2015|ARCOVERDE_42170|0,00|28,40|20,50|23,84
82890|ARCOVERDE|16/6/2015|ARCOVERDE_42171|0,00|29,00|17,50|22,64
82890|ARCOVERDE|17/6/2015|ARCOVERDE_42172|0,00|26,80|16,80|21,34
82890|ARCOVERDE|18/6/2015|ARCOVERDE_42173|0,00|29,00|17,30|22,32
82890|ARCOVERDE|19/6/2015|ARCOVERDE_42174|0,00|28,00|17,70|21,76
82890|ARCOVERDE|20/6/2015|ARCOVERDE_42175|0,00|27,40|18,30|22,08
82890|ARCOVERDE|21/6/2015|ARCOVERDE_42176|1,40|27,40|18,50|21,76
82890|ARCOVERDE|22/6/2015|ARCOVERDE_42177|2,20|21,40|17,90|19,32
82890|ARCOVERDE|23/6/2015|ARCOVERDE_42178|3,40|27,60|17,70|21,72
82890|ARCOVERDE|24/6/2015|ARCOVERDE_42179|2,30|26,40|19,30|21,80
82890|ARCOVERDE|25/6/2015|ARCOVERDE_42180|18,00|24,80|18,70|20,64
82890|ARCOVERDE|26/6/2015|ARCOVERDE_42181|2,00|25,20|18,30|20,64
82890|ARCOVERDE|27/6/2015|ARCOVERDE_42182|0,50|24,60|17,50|20,36
82890|ARCOVERDE|28/6/2015|ARCOVERDE_42183|2,30|26,60|18,50|21,40
82890|ARCOVERDE|29/6/2015|ARCOVERDE_42184|10,10|25,20|19,50|21,24
82890|ARCOVERDE|30/6/2015|ARCOVERDE_42185|10,00|25,00|19,30|21,12
82890|ARCOVERDE|1/7/2015|ARCOVERDE_42186|1,80|30,60|18,70|22,68
82890|ARCOVERDE|2/7/2015|ARCOVERDE_42187|0,70|24,40|19,10|21,12
82890|ARCOVERDE|3/7/2015|ARCOVERDE_42188|14,70|25,60|19,70|21,88
82890|ARCOVERDE|4/7/2015|ARCOVERDE_42189|0,40|25,80|18,70|21,96
82890|ARCOVERDE|5/7/2015|ARCOVERDE_42190|0,70|27,40|20,30|22,48
82890|ARCOVERDE|6/7/2015|ARCOVERDE_42191|0,00|26,60|18,70|21,52
82890|ARCOVERDE|7/7/2015|ARCOVERDE_42192|1,00|25,00|18,10|20,64
82890|ARCOVERDE|8/7/2015|ARCOVERDE_42193|7,60|27,00|19,30|22,16
82890|ARCOVERDE|9/7/2015|ARCOVERDE_42194|0,00|27,60|18,50|22,20
82890|ARCOVERDE|10/7/2015|ARCOVERDE_42195|0,00|27,60|16,40|21,70
82890|ARCOVERDE|11/7/2015|ARCOVERDE_42196|0,00|27,60|17,00|22,10
82890|ARCOVERDE|12/7/2015|ARCOVERDE_42197|0,50|27,00|18,70|21,52
82890|ARCOVERDE|13/7/2015|ARCOVERDE_42198|1,70|27,60|19,30|22,20
82890|ARCOVERDE|14/7/2015|ARCOVERDE_42199|0,00|27,40|18,50|21,96
82890|ARCOVERDE|15/7/2015|ARCOVERDE_42200|3,50|25,40|17,70|20,64
82890|ARCOVERDE|16/7/2015|ARCOVERDE_42201|14,60|25,00|18,30|20,32
82890|ARCOVERDE|17/7/2015|ARCOVERDE_42202|7,70|24,60|18,10|20,80
82890|ARCOVERDE|18/7/2015|ARCOVERDE_42203|0,00|25,20|16,80|20,54
82890|ARCOVERDE|19/7/2015|ARCOVERDE_42204|9,00|24,20|17,50|19,68
82890|ARCOVERDE|20/7/2015|ARCOVERDE_42205|2,10|25,00|16,40|20,38
82890|ARCOVERDE|21/7/2015|ARCOVERDE_42206|0,00|24,80|17,50|20,52
82890|ARCOVERDE|22/7/2015|ARCOVERDE_42207|0,40|24,00|18,70|20,40
82890|ARCOVERDE|23/7/2015|ARCOVERDE_42208|1,90|24,80|19,10|20,64
82890|ARCOVERDE|24/7/2015|ARCOVERDE_42209|0,30|25,40|18,30|21,32
82890|ARCOVERDE|25/7/2015|ARCOVERDE_42210|0,00|25,60|16,40|20,42
82890|ARCOVERDE|26/7/2015|ARCOVERDE_42211|0,80|23,40|18,30|20,20
82890|ARCOVERDE|27/7/2015|ARCOVERDE_42212|10,50|24,50|18,10|21,22
82890|ARCOVERDE|28/7/2015|ARCOVERDE_42213|0,60|23,20|18,70|20,44
82890|ARCOVERDE|29/7/2015|ARCOVERDE_42214|1,00|22,80|18,30|19,88
82890|ARCOVERDE|30/7/2015|ARCOVERDE_42215|8,40|26,00|17,50|21,04
82890|ARCOVERDE|31/7/2015|ARCOVERDE_42216|1,40|24,00|17,90|19,88
82890|ARCOVERDE|1/8/2015|ARCOVERDE_42217|7,30|22,80|15,60|19,18
82890|ARCOVERDE|2/8/2015|ARCOVERDE_42218|8,70|25,60|16,80|20,38
82890|ARCOVERDE|3/8/2015|ARCOVERDE_42219|0,00|26,40|13,80|20,14
82890|ARCOVERDE|4/8/2015|ARCOVERDE_42220|0,00|26,40|16,80|20,90
82890|ARCOVERDE|5/8/2015|ARCOVERDE_42221|0,00|26,00|14,20|20,90
82890|ARCOVERDE|6/8/2015|ARCOVERDE_42222|0,00|27,40|18,10|21,60
82890|ARCOVERDE|7/8/2015|ARCOVERDE_42223|0,00|26,40|17,50|20,84
82890|ARCOVERDE|8/8/2015|ARCOVERDE_42224|0,00|26,40|17,00|20,78
82890|ARCOVERDE|9/8/2015|ARCOVERDE_42225|0,00|26,80|14,40|19,90
82890|ARCOVERDE|10/8/2015|ARCOVERDE_42226|0,00|27,00|16,60|21,14
82890|ARCOVERDE|11/8/2015|ARCOVERDE_42227|4,70|24,80|17,50|19,80
82890|ARCOVERDE|12/8/2015|ARCOVERDE_42228|1,90|24,00|16,80|19,30
82890|ARCOVERDE|13/8/2015|ARCOVERDE_42229|0,00|24,60|15,00|19,46
82890|ARCOVERDE|14/8/2015|ARCOVERDE_42230|0,20|26,20|17,70|20,64
82890|ARCOVERDE|15/8/2015|ARCOVERDE_42231|3,80|27,00|18,50|21,28
82890|ARCOVERDE|16/8/2015|ARCOVERDE_42232|0,00|25,00|17,50|20,36
82890|ARCOVERDE|17/8/2015|ARCOVERDE_42233|1,90|26,50|17,90|20,90
82890|ARCOVERDE|18/8/2015|ARCOVERDE_42234|0,00|27,20|17,90|21,40
82890|ARCOVERDE|19/8/2015|ARCOVERDE_42235|0,00|27,60|15,80|21,18
82890|ARCOVERDE|20/8/2015|ARCOVERDE_42236|0,00|25,80|16,60|20,94
82890|ARCOVERDE|21/8/2015|ARCOVERDE_42237|0,00|30,60|18,70|23,44
82890|ARCOVERDE|22/8/2015|ARCOVERDE_42238|0,00|28,80|18,30|22,64
82890|ARCOVERDE|23/8/2015|ARCOVERDE_42239|0,00|28,00|17,50|21,92
82890|ARCOVERDE|24/8/2015|ARCOVERDE_42240|0,00|28,80|14,20|21,98
82890|ARCOVERDE|25/8/2015|ARCOVERDE_42241|0,00|30,40|18,10|23,44
82890|ARCOVERDE|26/8/2015|ARCOVERDE_42242|0,00|29,40|19,50|23,00
82890|ARCOVERDE|27/8/2015|ARCOVERDE_42243|0,00|30,40|17,00|22,74
82890|ARCOVERDE|28/8/2015|ARCOVERDE_42244|0,00|29,60|17,30|22,48
82890|ARCOVERDE|29/8/2015|ARCOVERDE_42245|0,00|30,00|16,20|22,42
82890|ARCOVERDE|30/8/2015|ARCOVERDE_42246|0,00|29,00|19,10|22,40
82890|ARCOVERDE|31/8/2015|ARCOVERDE_42247|0,00|28,20|17,00|21,66
82890|ARCOVERDE|1/9/2015|ARCOVERDE_42248|0,00|28,20|15,40|21,02
82890|ARCOVERDE|2/9/2015|ARCOVERDE_42249|0,00|30,60|16,20|22,86
82890|ARCOVERDE|3/9/2015|ARCOVERDE_42250|0,00|29,00|17,00|22,86
82890|ARCOVERDE|4/9/2015|ARCOVERDE_42251|0,00|31,60|17,50|24,12
82890|ARCOVERDE|5/9/2015|ARCOVERDE_42252|0,00|34,00|18,10|25,12
82890|ARCOVERDE|6/9/2015|ARCOVERDE_42253|0,00|31,20|17,00|22,98
82890|ARCOVERDE|7/9/2015|ARCOVERDE_42254|0,00|29,80|16,40|22,70
82890|ARCOVERDE|8/9/2015|ARCOVERDE_42255|0,00|30,60|17,00|22,86
82890|ARCOVERDE|9/9/2015|ARCOVERDE_42256|0,00|31,00|17,30|23,20
82890|ARCOVERDE|10/9/2015|ARCOVERDE_42257|0,00|30,00|17,30|22,92
82890|ARCOVERDE|11/9/2015|ARCOVERDE_42258|0,00|30,60|16,80|22,74
82890|ARCOVERDE|12/9/2015|ARCOVERDE_42259|0,00|32,40|18,10|23,96
82890|ARCOVERDE|13/9/2015|ARCOVERDE_42260|0,00|31,20|18,90|24,12
82890|ARCOVERDE|14/9/2015|ARCOVERDE_42261|0,00|32,20|19,10|24,36
82890|ARCOVERDE|15/9/2015|ARCOVERDE_42262|0,00|28,80|19,50|22,00
82890|ARCOVERDE|16/9/2015|ARCOVERDE_42263|0,00|30,20|17,00|22,78
82890|ARCOVERDE|17/9/2015|ARCOVERDE_42264|0,00|27,40|17,90|21,92
82890|ARCOVERDE|18/9/2015|ARCOVERDE_42265|15,00|29,20|17,70|22,40
82890|ARCOVERDE|19/9/2015|ARCOVERDE_42266|0,00|30,80|16,40|22,86
82890|ARCOVERDE|20/9/2015|ARCOVERDE_42267|0,00|31,00|18,50|23,40
82890|ARCOVERDE|21/9/2015|ARCOVERDE_42268|0,00|31,40|18,10|23,56
82890|ARCOVERDE|22/9/2015|ARCOVERDE_42269|0,00|31,40|19,30|23,84
82890|ARCOVERDE|23/9/2015|ARCOVERDE_42270|0,00|31,80|18,50|23,76
82890|ARCOVERDE|24/9/2015|ARCOVERDE_42271|0,00|31,40|18,90|23,64
82890|ARCOVERDE|25/9/2015|ARCOVERDE_42272|0,00|32,40|18,50|24,20
82890|ARCOVERDE|26/9/2015|ARCOVERDE_42273|0,00|33,20|17,50|24,24
82890|ARCOVERDE|27/9/2015|ARCOVERDE_42274|0,00|31,40|18,10|23,40
82890|ARCOVERDE|28/9/2015|ARCOVERDE_42275|0,00|32,80|17,30|23,76
82890|ARCOVERDE|29/9/2015|ARCOVERDE_42276|0,00|31,50|17,50|23,78
82890|ARCOVERDE|30/9/2015|ARCOVERDE_42277|0,00|31,40|18,30|23,80
82890|ARCOVERDE|1/10/2015|ARCOVERDE_42278|0,00|31,40|19,30|24,16
82890|ARCOVERDE|2/10/2015|ARCOVERDE_42279|0,00|31,60|18,70|23,84
82890|ARCOVERDE|3/10/2015|ARCOVERDE_42280|0,00|31,60|18,90|24,28
82890|ARCOVERDE|4/10/2015|ARCOVERDE_42281|0,00|34,00|18,10|24,96
82890|ARCOVERDE|5/10/2015|ARCOVERDE_42282|0,00|34,40|18,30|25,56
82890|ARCOVERDE|6/10/2015|ARCOVERDE_42283|0,00|31,20|21,70|25,52
82890|ARCOVERDE|7/10/2015|ARCOVERDE_42284|0,00|31,60|20,50|24,76
82890|ARCOVERDE|8/10/2015|ARCOVERDE_42285|0,00|28,40|18,10|22,92
82890|ARCOVERDE|9/10/2015|ARCOVERDE_42286|0,00|30,20|19,10|23,12
82890|ARCOVERDE|10/10/2015|ARCOVERDE_42287|0,00|30,20|19,10|23,20
82890|ARCOVERDE|11/10/2015|ARCOVERDE_42288|0,00|30,80|17,90|23,32
82890|ARCOVERDE|12/10/2015|ARCOVERDE_42289|0,00|30,80|18,70|23,92
82890|ARCOVERDE|13/10/2015|ARCOVERDE_42290|0,00|31,40|17,90|23,92
82890|ARCOVERDE|14/10/2015|ARCOVERDE_42291|0,00|30,60|20,30|24,00
82890|ARCOVERDE|15/10/2015|ARCOVERDE_42292|0,00|29,00|19,30|23,12
82890|ARCOVERDE|16/10/2015|ARCOVERDE_42293|0,00|30,40|18,30|23,20
82890|ARCOVERDE|17/10/2015|ARCOVERDE_42294|0,00|32,00|18,30|24,20
82890|ARCOVERDE|18/10/2015|ARCOVERDE_42295|0,00|33,40|19,70|25,20
82890|ARCOVERDE|19/10/2015|ARCOVERDE_42296|0,00|31,60|19,50|24,40
82890|ARCOVERDE|20/10/2015|ARCOVERDE_42297|0,00|32,40|19,30|24,68
82890|ARCOVERDE|21/10/2015|ARCOVERDE_42298|0,00|35,00|18,50|25,44
82890|ARCOVERDE|22/10/2015|ARCOVERDE_42299|0,00|34,40|18,70|25,84
82890|ARCOVERDE|23/10/2015|ARCOVERDE_42300|0,00|33,00|19,50|25,28
82890|ARCOVERDE|24/10/2015|ARCOVERDE_42301|0,00|32,80|18,70|24,96
82890|ARCOVERDE|25/10/2015|ARCOVERDE_42302|0,00|32,60|18,10|24,56
